id,dst_ip,src_ip,proto,count,flag,port,type,length,attack
694,1,0,1,27,-1,-1,8,104,1
695,0,1,1,27,-1,-1,0,104,0
696,1,0,1,74,-1,-1,8,104,1
697,0,1,1,74,-1,-1,0,104,0
698,1,0,1,77,-1,-1,8,104,1
699,0,1,1,76,-1,-1,0,104,0
700,0,1,1,75,-1,-1,0,104,0
701,1,0,1,74,-1,-1,8,104,1
702,1,0,1,67,-1,-1,8,104,1
703,0,1,1,67,-1,-1,0,104,0
704,1,0,1,61,-1,-1,8,107,1
705,0,1,1,61,-1,-1,0,107,0
706,1,0,1,76,-1,-1,8,107,1
707,0,1,1,76,-1,-1,0,107,0
708,1,0,1,75,-1,-1,8,107,1
709,0,1,1,75,-1,-1,0,107,0
710,1,0,1,75,-1,-1,8,107,1
711,0,1,1,75,-1,-1,0,107,0
712,1,0,1,75,-1,-1,8,107,1
713,0,1,1,75,-1,-1,0,107,0
714,1,0,1,25,-1,-1,8,107,1
715,0,1,1,25,-1,-1,0,107,0
716,1,0,1,16,-1,-1,8,116,0
717,0,1,1,16,-1,-1,0,116,0
718,1,0,1,77,-1,-1,8,116,1
719,0,1,1,76,-1,-1,0,116,0
720,0,1,1,38,-1,-1,0,116,0
721,1,0,1,37,-1,-1,8,116,1
722,1,0,1,57,-1,-1,8,116,1
723,0,1,1,56,-1,-1,0,116,0
724,0,1,1,220,-1,-1,0,116,0
725,1,0,1,220,-1,-1,8,116,1
726,0,1,1,217,-1,-1,0,116,0
727,1,0,1,217,-1,-1,8,116,1
728,0,1,1,223,-1,-1,0,116,0
729,1,0,1,222,-1,-1,8,116,1
730,1,0,1,219,-1,-1,8,116,1
731,0,1,1,218,-1,-1,0,116,0
732,0,1,1,231,-1,-1,0,116,0
733,1,0,1,230,-1,-1,8,116,1
734,1,0,1,27,-1,-1,8,116,1
735,0,1,1,27,-1,-1,0,116,0
736,1,0,1,166,-1,-1,8,93,1
737,0,1,1,166,-1,-1,0,93,0
738,1,0,1,218,-1,-1,8,93,1
739,0,1,1,217,-1,-1,0,93,0
740,0,1,1,216,-1,-1,0,93,0
741,1,0,1,215,-1,-1,8,93,1
742,1,0,1,223,-1,-1,8,93,1
743,0,1,1,222,-1,-1,0,93,0
744,0,1,1,162,-1,-1,0,93,0
745,1,0,1,161,-1,-1,8,93,1
746,1,0,1,102,-1,-1,8,89,1
747,0,1,1,102,-1,-1,0,89,0
748,1,0,1,213,-1,-1,8,89,1
749,0,1,1,213,-1,-1,0,89,0
750,1,0,1,79,-1,-1,8,89,1
751,0,1,1,79,-1,-1,0,89,0
752,1,0,1,1,-1,-1,8,50,0
753,0,1,1,160,-1,-1,0,50,0
754,1,0,1,160,-1,-1,8,50,1
755,0,1,1,206,-1,-1,0,50,0
756,1,0,1,205,-1,-1,8,50,1
757,1,0,1,136,-1,-1,8,50,1
758,0,1,1,135,-1,-1,0,50,0
759,0,1,1,123,-1,-1,0,51,0
760,1,0,1,122,-1,-1,8,51,1
761,1,0,1,187,-1,-1,8,52,1
762,0,1,1,187,-1,-1,0,52,0
763,1,0,1,1,-1,-1,8,43,0
764,1,0,1,37,-1,-1,8,43,1
765,1,0,1,304,-1,-1,8,43,1
766,1,0,1,216,-1,-1,8,43,1
767,1,0,1,90,-1,-1,8,40,1
768,1,0,1,306,-1,-1,8,40,1
769,1,0,1,300,-1,-1,8,40,1
770,1,0,1,299,-1,-1,8,40,1
771,1,0,1,13,-1,-1,8,40,0
772,1,0,1,1,-1,-1,8,40,0
773,1,0,1,1024,-1,-1,8,40,1
774,1,0,1,1072,-1,-1,8,40,1
775,1,0,1,1082,-1,-1,8,40,1
776,1,0,1,1068,-1,-1,8,40,1
777,1,0,1,1058,-1,-1,8,40,1
778,1,0,1,1056,-1,-1,8,40,1
779,1,0,1,1047,-1,-1,8,40,1
780,1,0,1,1040,-1,-1,8,40,1
781,1,0,1,1034,-1,-1,8,40,1
782,1,0,1,1056,-1,-1,8,40,1
783,1,0,1,1038,-1,-1,8,40,1
784,1,0,1,1023,-1,-1,8,40,1
785,1,0,1,1052,-1,-1,8,40,1
786,1,0,1,1067,-1,-1,8,40,1
787,1,0,1,845,-1,-1,8,40,1
788,1,0,1,843,-1,-1,8,40,1
789,1,0,1,1,-1,-1,8,40,0
790,1,0,1,1,-1,-1,8,40,0
791,1,0,1,217,-1,-1,8,60,1
792,1,0,1,891,-1,-1,8,60,1
793,1,0,1,765,-1,-1,8,60,1
794,1,0,1,15,-1,-1,8,60,0
795,1,0,1,32,-1,-1,8,60,1
796,1,0,1,26,-1,-1,8,60,1
797,1,0,1,32,-1,-1,8,60,1
798,1,0,1,31,-1,-1,8,62,1
799,1,0,1,33,-1,-1,8,62,1
800,1,0,1,29,-1,-1,8,62,1
801,1,0,1,23,-1,-1,8,64,1
802,1,0,1,32,-1,-1,8,64,1
803,1,0,1,33,-1,-1,8,64,1
804,1,0,1,33,-1,-1,8,64,1
805,1,0,1,32,-1,-1,8,64,1
806,1,0,1,32,-1,-1,8,64,1
807,1,0,1,33,-1,-1,8,64,1
808,1,0,1,33,-1,-1,8,64,1
809,1,0,1,32,-1,-1,8,64,1
810,1,0,1,24,-1,-1,8,64,1
811,1,0,1,589,-1,-1,8,64,1
812,1,0,1,874,-1,-1,8,64,1
813,1,0,1,879,-1,-1,8,64,1
814,1,0,1,915,-1,-1,8,64,1
815,1,0,1,981,-1,-1,8,64,1
816,1,0,1,946,-1,-1,8,64,1
817,1,0,1,949,-1,-1,8,64,1
818,1,0,1,943,-1,-1,8,64,1
819,1,0,1,564,-1,-1,8,64,1
820,1,0,1,305,-1,-1,8,64,1
821,1,0,1,308,-1,-1,8,64,1
822,1,0,1,307,-1,-1,8,64,1
823,1,0,1,308,-1,-1,8,64,1
824,1,0,1,307,-1,-1,8,64,1
825,1,0,1,307,-1,-1,8,64,1
826,1,0,1,298,-1,-1,8,64,1
827,1,0,1,300,-1,-1,8,64,1
828,1,0,1,315,-1,-1,8,64,1
829,1,0,1,300,-1,-1,8,64,1
830,1,0,1,295,-1,-1,8,64,1
831,1,0,1,304,-1,-1,8,64,1
832,1,0,1,298,-1,-1,8,64,1
833,1,0,1,292,-1,-1,8,64,1
834,1,0,1,307,-1,-1,8,64,1
835,1,0,1,301,-1,-1,8,64,1
836,1,0,1,311,-1,-1,8,64,1
837,1,0,1,302,-1,-1,8,64,1
838,1,0,1,297,-1,-1,8,64,1
839,1,0,1,296,-1,-1,8,64,1
840,1,0,1,293,-1,-1,8,64,1
841,1,0,1,299,-1,-1,8,64,1
842,1,0,1,295,-1,-1,8,64,1
843,1,0,1,301,-1,-1,8,64,1
844,1,0,1,311,-1,-1,8,64,1
845,1,0,1,311,-1,-1,8,64,1
846,1,0,1,268,-1,-1,8,64,1
847,1,0,1,10,-1,-1,8,64,0
848,1,0,1,107,-1,-1,8,64,1
849,1,0,1,1,-1,-1,8,64,0
850,1,0,1,76,-1,-1,8,67,1
851,1,0,1,106,-1,-1,8,67,1
852,1,0,1,105,-1,-1,8,67,1
853,1,0,1,82,-1,-1,8,67,1
854,1,0,1,99,-1,-1,8,71,1
855,1,0,1,107,-1,-1,8,71,1
856,1,0,1,106,-1,-1,8,71,1
857,1,0,1,109,-1,-1,8,71,1
858,1,0,1,108,-1,-1,8,71,1
859,1,0,1,108,-1,-1,8,71,1
860,1,0,1,104,-1,-1,8,71,1
861,1,0,1,108,-1,-1,8,71,1
862,1,0,1,108,-1,-1,8,71,1
863,1,0,1,103,-1,-1,8,71,1
864,1,0,1,108,-1,-1,8,71,1
865,1,0,1,108,-1,-1,8,71,1
866,1,0,1,109,-1,-1,8,71,1
867,1,0,1,108,-1,-1,8,71,1
868,1,0,1,107,-1,-1,8,71,1
869,1,0,1,108,-1,-1,8,71,1
870,1,0,1,108,-1,-1,8,71,1
871,1,0,1,107,-1,-1,8,71,1
872,1,0,1,107,-1,-1,8,71,1
873,1,0,1,107,-1,-1,8,71,1
874,1,0,1,109,-1,-1,8,71,1
875,1,0,1,108,-1,-1,8,71,1
876,1,0,1,109,-1,-1,8,71,1
877,1,0,1,106,-1,-1,8,71,1
878,1,0,1,108,-1,-1,8,71,1
879,1,0,1,108,-1,-1,8,71,1
880,1,0,1,108,-1,-1,8,71,1
881,1,0,1,108,-1,-1,8,71,1
882,1,0,1,108,-1,-1,8,71,1
883,1,0,1,107,-1,-1,8,71,1
884,1,0,1,108,-1,-1,8,71,1
885,1,0,1,103,-1,-1,8,71,1
886,1,0,1,106,-1,-1,8,71,1
887,1,0,1,107,-1,-1,8,71,1
888,1,0,1,106,-1,-1,8,71,1
889,1,0,1,108,-1,-1,8,71,1
890,1,0,1,107,-1,-1,8,71,1
891,1,0,1,109,-1,-1,8,71,1
892,1,0,1,107,-1,-1,8,71,1
893,1,0,1,107,-1,-1,8,71,1
894,1,0,1,107,-1,-1,8,71,1
895,1,0,1,106,-1,-1,8,71,1
896,1,0,1,107,-1,-1,8,71,1
897,1,0,1,108,-1,-1,8,71,1
898,1,0,1,107,-1,-1,8,71,1
899,1,0,1,109,-1,-1,8,71,1
900,1,0,1,108,-1,-1,8,71,1
901,1,0,1,104,-1,-1,8,71,1
902,1,0,1,109,-1,-1,8,71,1
903,1,0,1,107,-1,-1,8,71,1
904,1,0,1,108,-1,-1,8,71,1
905,1,0,1,108,-1,-1,8,71,1
906,1,0,1,109,-1,-1,8,71,1
907,1,0,1,108,-1,-1,8,71,1
908,1,0,1,106,-1,-1,8,71,1
909,1,0,1,108,-1,-1,8,71,1
910,1,0,1,109,-1,-1,8,71,1
911,1,0,1,107,-1,-1,8,71,1
912,1,0,1,109,-1,-1,8,71,1
913,1,0,1,107,-1,-1,8,71,1
914,1,0,1,108,-1,-1,8,71,1
915,1,0,1,108,-1,-1,8,71,1
916,1,0,1,107,-1,-1,8,71,1
917,1,0,1,107,-1,-1,8,71,1
918,1,0,1,105,-1,-1,8,71,1
919,1,0,1,109,-1,-1,8,71,1
920,1,0,1,106,-1,-1,8,71,1
921,1,0,1,108,-1,-1,8,71,1
922,1,0,1,107,-1,-1,8,71,1
923,1,0,1,106,-1,-1,8,71,1
924,1,0,1,107,-1,-1,8,71,1
925,1,0,1,107,-1,-1,8,71,1
926,1,0,1,108,-1,-1,8,71,1
927,1,0,1,108,-1,-1,8,71,1
928,1,0,1,108,-1,-1,8,71,1
929,1,0,1,107,-1,-1,8,71,1
930,1,0,1,107,-1,-1,8,71,1
931,1,0,1,105,-1,-1,8,71,1
932,1,0,1,107,-1,-1,8,71,1
933,1,0,1,104,-1,-1,8,71,1
934,1,0,1,108,-1,-1,8,71,1
935,1,0,1,101,-1,-1,8,71,1
936,1,0,1,107,-1,-1,8,71,1
937,1,0,1,108,-1,-1,8,71,1
938,1,0,1,107,-1,-1,8,71,1
939,1,0,1,107,-1,-1,8,71,1
940,1,0,1,106,-1,-1,8,71,1
941,1,0,1,109,-1,-1,8,71,1
942,1,0,1,108,-1,-1,8,71,1
943,1,0,1,107,-1,-1,8,71,1
944,1,0,1,108,-1,-1,8,71,1
945,1,0,1,108,-1,-1,8,71,1
946,1,0,1,108,-1,-1,8,71,1
947,1,0,1,107,-1,-1,8,71,1
948,1,0,1,106,-1,-1,8,71,1
949,1,0,1,19,-1,-1,8,71,0
950,1,0,1,74,-1,-1,8,71,1
951,1,0,1,630,-1,-1,8,71,1
952,1,0,1,615,-1,-1,8,71,1
953,1,0,1,615,-1,-1,8,71,1
954,1,0,1,658,-1,-1,8,71,1
955,1,0,1,451,-1,-1,8,71,1
