protocal,count,port,flag,type,attack,srcip
6,5,37052,16,-1,0,-1
17,2,53,-1,-1,0,-1
17,4,38786,-1,-1,0,-1
6,6,443,16,-1,0,-1
6,4,443,24,-1,0,-1
6,1,37052,18,-1,0,-1
6,4,37052,24,-1,0,-1
6,1,443,2,-1,0,-1
6,1,37394,24,-1,0,-1
6,1,9001,16,-1,0,-1
6,1,37394,16,-1,0,-1
6,1,37394,24,-1,0,-1
6,1,9001,24,-1,0,-1
6,1,9001,16,-1,0,-1
6,3,37036,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,37394,16,-1,0,-1
6,2,37036,24,-1,0,-1
6,1,37394,24,-1,0,-1
6,1,9001,24,-1,0,-1
6,3,37036,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,37036,24,-1,0,-1
17,2,53,-1,-1,0,-1
17,1,53,-1,-1,0,-1
6,3,37036,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,37036,24,-1,0,-1
17,4,40223,-1,-1,0,-1
6,2,80,24,-1,0,-1
17,8,53,-1,-1,0,-1
6,1,42146,18,-1,0,-1
17,4,52352,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,34246,16,-1,0,-1
17,4,39526,-1,-1,0,-1
6,6,44798,24,-1,0,-1
6,5,443,24,-1,0,-1
6,8,443,16,-1,0,-1
6,2,56234,24,-1,0,-1
6,1,9001,16,-1,0,-1
6,1,443,2,-1,0,-1
6,6,44798,16,-1,0,-1
6,1,9001,24,-1,0,-1
6,2,56234,16,-1,0,-1
6,2,42146,24,-1,0,-1
6,2,42146,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,80,16,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,34246,24,-1,0,-1
6,1,44798,18,-1,0,-1
6,1,42146,18,-1,0,-1
17,4,52352,-1,-1,0,-1
6,1,443,2,-1,0,-1
6,6,42146,24,-1,0,-1
6,6,42146,16,-1,0,-1
6,5,443,24,-1,0,-1
6,8,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,2,40930,16,-1,0,-1
6,1,42146,18,-1,0,-1
6,2,443,24,-1,0,-1
17,4,52352,-1,-1,0,-1
6,1,34246,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,37394,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,9001,24,-1,0,-1
6,6,42146,24,-1,0,-1
6,6,42146,16,-1,0,-1
6,5,443,24,-1,0,-1
6,8,443,16,-1,0,-1
6,1,57890,16,-1,0,-1
6,1,9001,24,-1,0,-1
6,2,40930,24,-1,0,-1
6,7,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,11,40930,16,-1,0,-1
6,4,443,24,-1,0,-1
6,10,48434,24,-1,0,-1
6,31,443,16,-1,0,-1
6,54,48434,16,-1,0,-1
6,7,40930,24,-1,0,-1
6,7,443,16,-1,0,-1
6,4,443,24,-1,0,-1
6,11,40930,16,-1,0,-1
6,4,443,24,-1,0,-1
6,28,48434,24,-1,0,-1
6,57,443,16,-1,0,-1
6,105,48434,16,-1,0,-1
6,7,40930,24,-1,0,-1
6,2,443,24,-1,0,-1
6,2,443,16,-1,0,-1
6,5,40930,16,-1,0,-1
6,2,40930,24,-1,0,-1
6,4,443,24,-1,0,-1
6,3,443,16,-1,0,-1
6,7,40930,16,-1,0,-1
6,4,40930,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,3,40930,16,-1,0,-1
6,2,40930,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,3,40930,16,-1,0,-1
6,2,40930,24,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,3,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
6,3,52938,16,-1,0,-1
6,3,40930,16,-1,0,-1
17,4,57336,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,2,40930,24,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
6,3,52938,16,-1,0,-1
17,4,57336,-1,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,80,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,52938,16,-1,0,-1
6,1,80,16,-1,0,-1
17,4,48552,-1,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,80,16,-1,0,-1
6,2,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
17,4,33462,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,3,52938,24,-1,0,-1
6,3,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
17,4,40223,-1,-1,0,-1
6,2,42136,24,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,38173,-1,-1,0,-1
17,4,33462,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,4,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
6,4,52938,16,-1,0,-1
6,2,42136,16,-1,0,-1
6,4,42148,24,-1,0,-1
6,1,42148,18,-1,0,-1
6,1,443,2,-1,0,-1
6,1,443,17,-1,0,-1
6,6,443,24,-1,0,-1
6,8,443,16,-1,0,-1
6,6,42148,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,42148,25,-1,0,-1
6,1,443,4,-1,0,-1
6,13,42136,24,-1,0,-1
6,12,42136,16,-1,0,-1
6,4,443,24,-1,0,-1
6,5,52938,24,-1,0,-1
6,4,52938,16,-1,0,-1
6,1,443,24,-1,0,-1
6,24,443,16,-1,0,-1
6,5,443,16,-1,0,-1
6,43,42136,24,-1,0,-1
6,58,42136,16,-1,0,-1
6,14,37036,16,-1,0,-1
6,4,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
6,4,52938,16,-1,0,-1
6,2,443,24,-1,0,-1
6,11,443,16,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,80,16,-1,0,-1
6,65,443,16,-1,0,-1
6,12,37036,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,14,37036,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,40268,24,-1,0,-1
6,1,80,16,-1,0,-1
6,11,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,12,37036,24,-1,0,-1
6,1,40268,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,33848,24,-1,0,-1
6,1,33848,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,33848,24,-1,0,-1
6,1,33848,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,33848,24,-1,0,-1
6,1,33848,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,46040,24,-1,0,-1
6,1,443,16,-1,0,-1
6,2,42136,24,-1,0,-1
6,1,46040,16,-1,0,-1
6,1,33848,24,-1,0,-1
6,1,33848,16,-1,0,-1
6,1,42136,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,46040,24,-1,0,-1
6,1,443,16,-1,0,-1
6,2,42136,24,-1,0,-1
6,1,46040,16,-1,0,-1
6,1,42136,16,-1,0,-1
6,12,37036,16,-1,0,-1
6,8,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,5,37036,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,46040,24,-1,0,-1
6,1,443,16,-1,0,-1
6,2,42136,24,-1,0,-1
6,1,46040,16,-1,0,-1
6,1,42136,16,-1,0,-1
6,12,37036,16,-1,0,-1
6,8,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,443,24,-1,0,-1
6,5,37036,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,5,37036,16,-1,0,-1
6,1,37756,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,37756,16,-1,0,-1
6,3,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,56234,16,-1,0,-1
6,2,37036,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,443,16,-1,0,-1
6,5,37036,16,-1,0,-1
6,1,37756,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,37756,16,-1,0,-1
6,6,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,80,16,-1,0,-1
6,2,37036,24,-1,0,-1
6,5,37036,16,-1,0,-1
6,6,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,37036,24,-1,0,-1
17,50,50123,-1,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,42198,16,-1,0,-1
6,1,42198,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,16,-1,0,-1
17,47,50123,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,3,46040,16,-1,0,-1
6,1,46040,25,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,17,-1,0,-1
17,51,50123,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,1,42324,16,-1,0,-1
17,51,50123,-1,-1,0,-1
17,84,43620,-1,-1,0,-1
17,51,50123,-1,-1,0,-1
17,19,43620,-1,-1,0,-1
6,3,37756,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,17,-1,0,-1
6,1,443,16,-1,0,-1
6,1,37756,25,-1,0,-1
17,49,50123,-1,-1,0,-1
17,54,43620,-1,-1,0,-1
6,1,37036,24,-1,0,-1
6,1,37036,16,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,4,60574,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,4,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,100,50123,-1,-1,0,-1
17,59,43620,-1,-1,0,-1
6,1,37036,24,-1,0,-1
6,1,80,16,-1,0,-1
6,1,37036,16,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,4,60574,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,4,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,41848,16,-1,0,-1
17,2,40223,-1,-1,0,-1
17,51,50123,-1,-1,0,-1
17,28,43620,-1,-1,0,-1
17,100,50123,-1,-1,0,-1
17,111,43620,-1,-1,0,-1
17,51,50123,-1,-1,0,-1
17,14,43620,-1,-1,0,-1
17,55,50123,-1,-1,0,-1
17,64,43620,-1,-1,0,-1
6,1,56234,16,-1,0,-1
6,1,80,16,-1,0,-1
17,48,50123,-1,-1,0,-1
17,70,43620,-1,-1,0,-1
17,49,50123,-1,-1,0,-1
17,46,43620,-1,-1,0,-1
6,1,443,16,-1,0,-1
6,2,443,16,-1,0,-1
6,3,42136,24,-1,0,-1
6,1,42324,16,-1,0,-1
6,2,52938,24,-1,0,-1
17,4,57844,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,4,443,24,-1,0,-1
6,4,42136,16,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,35712,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
6,3,443,16,-1,0,-1
17,26,50123,-1,-1,0,-1
17,2,40002,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,1,46861,-1,-1,0,-1
6,1,52938,24,-1,0,-1
17,4,53,-1,-1,0,-1
1,1,-1,1,3,0,-1
6,6,42136,24,-1,0,-1
17,4,36711,-1,-1,0,-1
17,4,57353,-1,-1,0,-1
6,4,42136,16,-1,0,-1
6,4,443,24,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
6,5,443,16,-1,0,-1
17,26,50123,-1,-1,0,-1
6,2,3478,24,-1,0,-1
17,2,40002,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,1,46861,-1,-1,0,-1
6,2,443,17,-1,0,-1
6,1,52938,24,-1,0,-1
6,2,45111,16,-1,0,-1
6,1,40759,25,-1,0,-1
6,2,40759,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,35549,16,-1,0,-1
1,1,-1,1,3,0,-1
6,1,35549,25,-1,0,-1
17,100,43620,-1,-1,0,-1
6,6,42136,24,-1,0,-1
17,4,36711,-1,-1,0,-1
6,2,3478,17,-1,0,-1
17,4,57353,-1,-1,0,-1
6,2,45231,16,-1,0,-1
6,4,42136,16,-1,0,-1
6,1,45111,25,-1,0,-1
6,1,45231,25,-1,0,-1
6,4,443,24,-1,0,-1
6,2,443,24,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
1,6,-1,1,3,0,-1
6,5,443,16,-1,0,-1
6,2,3478,24,-1,0,-1
6,1,37594,16,-1,0,-1
6,1,37594,24,-1,0,-1
6,2,443,17,-1,0,-1
6,3,443,16,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,45111,16,-1,0,-1
6,1,40759,25,-1,0,-1
6,2,443,24,-1,0,-1
6,2,40759,16,-1,0,-1
6,2,52938,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,35549,16,-1,0,-1
6,1,35549,25,-1,0,-1
17,138,43620,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,2,42136,24,-1,0,-1
6,2,443,24,-1,0,-1
17,4,44249,-1,-1,0,-1
6,2,3478,17,-1,0,-1
6,2,45231,16,-1,0,-1
6,2,42136,16,-1,0,-1
6,1,45111,25,-1,0,-1
6,1,45231,25,-1,0,-1
6,3,52938,24,-1,0,-1
6,2,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
1,7,-1,1,3,0,-1
6,2,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,443,17,-1,0,-1
6,2,42324,16,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,41848,16,-1,0,-1
17,58,43620,-1,-1,0,-1
6,3,42136,24,-1,0,-1
17,4,35413,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,42324,25,-1,0,-1
6,7,42136,16,-1,0,-1
6,3,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
1,1,-1,1,3,0,-1
6,6,443,16,-1,0,-1
6,1,80,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,1,80,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,41848,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,56234,16,-1,0,-1
6,2,52938,24,-1,0,-1
17,4,43500,-1,-1,0,-1
6,5,42136,16,-1,0,-1
6,5,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
6,4,443,16,-1,0,-1
6,1,42136,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,42136,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,42136,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,42136,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,42136,16,-1,0,-1
17,4,43468,-1,-1,0,-1
6,6,52938,24,-1,0,-1
6,1,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,6,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,4,443,16,-1,0,-1
6,4,42136,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,42136,16,-1,0,-1
17,4,43468,-1,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,2,52938,16,-1,0,-1
6,2,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,52824,25,-1,0,-1
6,1,443,4,-1,0,-1
6,1,42136,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,3,52824,16,-1,0,-1
6,1,443,17,-1,0,-1
6,2,443,16,-1,0,-1
6,1,42136,24,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52824,25,-1,0,-1
6,1,443,4,-1,0,-1
6,1,42136,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,3,52824,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,42198,25,-1,0,-1
6,1,443,17,-1,0,-1
6,1,443,17,-1,0,-1
6,2,443,16,-1,0,-1
6,2,42136,24,-1,0,-1
6,3,42198,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,4,-1,0,-1
6,3,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,443,4,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40002,-1,-1,0,-1
6,1,443,24,-1,0,-1
17,30,35266,-1,-1,0,-1
6,1,443,17,-1,0,-1
6,1,42198,25,-1,0,-1
6,3,42198,16,-1,0,-1
6,1,52938,16,-1,0,-1
17,30,51585,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,52,35266,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,51585,-1,-1,0,-1
6,2,42136,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,42136,16,-1,0,-1
17,51,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,51,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,52,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,50,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,102,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,48,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,52,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,53,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,49,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,102,35266,-1,-1,0,-1
17,102,51585,-1,-1,0,-1
17,50,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,51,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,52,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,51,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,50,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,46,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,11,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,39,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,40,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,30,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,157,35266,-1,-1,0,-1
17,53,51585,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,25,40002,-1,-1,0,-1
17,120,35266,-1,-1,0,-1
17,77,51585,-1,-1,0,-1
17,51,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,70,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,36,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,66,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,53,35266,-1,-1,0,-1
17,53,51585,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,37110,24,-1,0,-1
17,44,35266,-1,-1,0,-1
6,1,37110,16,-1,0,-1
17,51,51585,-1,-1,0,-1
17,17,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
6,2,42136,24,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,39452,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,5,42136,16,-1,0,-1
6,4,443,16,-1,0,-1
17,50,51585,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,43,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,51,35266,-1,-1,0,-1
17,54,51585,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,24,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,124,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,4,52938,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,4,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,1,57890,16,-1,0,-1
6,1,443,24,-1,0,-1
17,51,35266,-1,-1,0,-1
17,4,55833,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,51585,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,193,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,47,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
6,2,52938,24,-1,0,-1
17,4,53,-1,-1,0,-1
17,4,46011,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,1,443,24,-1,0,-1
17,48,35266,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,51585,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,12,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,117,35266,-1,-1,0,-1
17,49,51585,-1,-1,0,-1
17,53,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,53,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
6,2,42136,24,-1,0,-1
17,4,53,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
6,5,443,16,-1,0,-1
6,3,443,24,-1,0,-1
6,6,42136,16,-1,0,-1
17,4,34999,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,45,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,97,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,31,35266,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,50,51585,-1,-1,0,-1
17,84,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,138,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,132,35266,-1,-1,0,-1
17,53,51585,-1,-1,0,-1
17,81,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
17,45,35266,-1,-1,0,-1
17,52,51585,-1,-1,0,-1
17,3,35266,-1,-1,0,-1
17,46,51585,-1,-1,0,-1
17,3,35266,-1,-1,0,-1
17,51,51585,-1,-1,0,-1
1,1,-1,1,3,0,-1
17,2,40002,-1,-1,0,-1
17,17,51585,-1,-1,0,-1
17,1,41984,-1,-1,0,-1
6,8,42136,24,-1,0,-1
17,16,53,-1,-1,0,-1
6,3,443,16,-1,0,-1
17,8,40223,-1,-1,0,-1
6,5,443,16,-1,0,-1
17,4,41898,-1,-1,0,-1
1,1,-1,1,3,0,-1
6,8,443,24,-1,0,-1
6,8,42136,16,-1,0,-1
17,2,40002,-1,-1,0,-1
17,4,34863,-1,-1,0,-1
17,4,39982,-1,-1,0,-1
17,4,36932,-1,-1,0,-1
6,3,52938,24,-1,0,-1
17,17,51585,-1,-1,0,-1
17,1,41984,-1,-1,0,-1
17,8,53,-1,-1,0,-1
6,2,42745,16,-1,0,-1
6,2,42655,16,-1,0,-1
6,2,38953,16,-1,0,-1
6,1,38953,25,-1,0,-1
6,1,42745,25,-1,0,-1
6,2,443,17,-1,0,-1
6,1,42655,25,-1,0,-1
6,2,443,24,-1,0,-1
6,2,3478,17,-1,0,-1
6,1,443,16,-1,0,-1
1,3,-1,1,3,0,-1
6,2,3478,24,-1,0,-1
17,3,35266,-1,-1,0,-1
6,2,45851,16,-1,0,-1
6,1,45851,25,-1,0,-1
6,2,42745,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,42655,16,-1,0,-1
6,2,38953,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,38953,25,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,42745,25,-1,0,-1
6,2,443,17,-1,0,-1
6,1,42655,25,-1,0,-1
6,2,443,24,-1,0,-1
6,2,3478,17,-1,0,-1
6,1,443,16,-1,0,-1
1,6,-1,1,3,0,-1
6,2,3478,24,-1,0,-1
17,184,35266,-1,-1,0,-1
6,2,45851,16,-1,0,-1
6,1,45851,25,-1,0,-1
6,2,443,24,-1,0,-1
6,3,52938,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,3,443,16,-1,0,-1
6,2,443,24,-1,0,-1
17,4,60487,-1,-1,0,-1
6,2,42136,16,-1,0,-1
17,71,35266,-1,-1,0,-1
1,1,-1,1,3,0,-1
6,3,42136,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,37114,18,-1,0,-1
17,2,55506,-1,-1,0,-1
17,10,53,-1,-1,0,-1
6,5,37114,24,-1,0,-1
17,5,40223,-1,-1,0,-1
6,5,443,16,-1,0,-1
6,6,443,24,-1,0,-1
6,3,443,24,-1,0,-1
17,4,60487,-1,-1,0,-1
6,4,443,16,-1,0,-1
