protocal,count,port,flag,type,srcip,attack
6,4,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,32,902,24,-1,-1,0
6,108,1250,16,-1,-1,0
6,32,902,16,-1,-1,0
17,1866,9,-1,-1,-1,4
17,1,53,-1,-1,-1,0
6,4,1250,24,-1,-1,0
6,54,902,24,-1,-1,0
6,91,1250,16,-1,-1,0
6,20,902,16,-1,-1,0
17,1831,9,-1,-1,-1,4
6,5,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,17,902,24,-1,-1,0
6,51,1250,16,-1,-1,0
6,21,902,16,-1,-1,0
17,1852,9,-1,-1,-1,4
17,1,53,-1,-1,-1,0
6,3,1250,24,-1,-1,0
6,3,902,24,-1,-1,0
6,45,1250,16,-1,-1,0
6,39,902,16,-1,-1,0
17,1850,9,-1,-1,-1,4
6,3,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,12,902,24,-1,-1,0
6,79,1250,16,-1,-1,0
6,36,902,16,-1,-1,0
17,1847,9,-1,-1,-1,4
6,5,1250,24,-1,-1,0
6,24,902,24,-1,-1,0
6,81,1250,16,-1,-1,0
6,32,902,16,-1,-1,0
17,1875,9,-1,-1,-1,4
6,3,1250,24,-1,-1,0
6,27,902,24,-1,-1,0
6,83,1250,16,-1,-1,0
6,26,902,16,-1,-1,0
17,1858,9,-1,-1,-1,4
17,1,53,-1,-1,-1,0
6,5,1250,24,-1,-1,0
1,1,-1,1,3,-1,0
6,59,902,24,-1,-1,0
6,68,1250,16,-1,-1,0
6,31,902,16,-1,-1,0
17,1849,9,-1,-1,-1,4
6,3,1250,24,-1,-1,0
6,29,902,24,-1,-1,0
6,87,1250,16,-1,-1,0
17,3813,9,-1,-1,-1,4
6,56,1250,16,-1,-1,0
6,26,1269,16,-1,-1,0
6,26,1269,24,-1,-1,0
6,31,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
6,42,902,16,-1,-1,0
17,3797,9,-1,-1,-1,4
6,80,1250,16,-1,-1,0
6,40,902,16,-1,-1,0
6,2,1269,16,-1,-1,0
6,6,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
6,3,1269,24,-1,-1,0
1,1,-1,1,3,-1,0
17,3727,9,-1,-1,-1,4
17,1,53,-1,-1,-1,0
6,49,1250,16,-1,-1,0
6,26,902,16,-1,-1,0
6,1,1269,16,-1,-1,0
6,5,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,2,1269,24,-1,-1,0
17,3903,9,-1,-1,-1,4
6,48,1250,16,-1,-1,0
6,23,902,16,-1,-1,0
6,2,1269,16,-1,-1,0
6,4,902,24,-1,-1,0
6,1,1250,24,-1,-1,0
6,2,1269,24,-1,-1,0
17,3970,9,-1,-1,-1,4
6,43,1250,16,-1,-1,0
6,22,902,16,-1,-1,0
6,2,1269,16,-1,-1,0
6,7,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,3,1269,24,-1,-1,0
17,3862,9,-1,-1,-1,4
6,5,1250,16,-1,-1,0
6,3,902,16,-1,-1,0
6,1,1269,16,-1,-1,0
6,7,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,3,1269,24,-1,-1,0
17,3989,9,-1,-1,-1,4
6,58,1250,16,-1,-1,0
6,23,902,16,-1,-1,0
6,1,1269,16,-1,-1,0
6,4,902,24,-1,-1,0
6,1,1250,24,-1,-1,0
6,2,1269,24,-1,-1,0
17,3911,9,-1,-1,-1,4
6,54,1250,16,-1,-1,0
6,22,902,16,-1,-1,0
6,2,1269,16,-1,-1,0
6,5,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
6,3,1269,24,-1,-1,0
17,3829,9,-1,-1,-1,4
6,17,1250,16,-1,-1,0
6,8,902,16,-1,-1,0
6,1,1269,16,-1,-1,0
6,6,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,2,1269,24,-1,-1,0
17,3928,9,-1,-1,-1,4
6,58,1250,16,-1,-1,0
6,32,902,16,-1,-1,0
6,5,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
17,4156,9,-1,-1,-1,4
6,66,1250,16,-1,-1,0
6,21,902,16,-1,-1,0
6,3,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
17,4070,9,-1,-1,-1,4
17,1,53,-1,-1,-1,0
6,30,1250,16,-1,-1,0
6,17,902,16,-1,-1,0
6,2,902,24,-1,-1,0
6,1,1250,24,-1,-1,0
1,1,-1,1,3,-1,0
17,3862,9,-1,-1,-1,4
6,72,1250,16,-1,-1,0
6,26,902,16,-1,-1,0
6,2,902,24,-1,-1,0
6,2,1250,24,-1,-1,0
17,3978,9,-1,-1,-1,4
6,1,1223,17,-1,-1,0
6,1,1223,16,-1,-1,0
6,3,902,24,-1,-1,0
6,2,1250,24,-1,-1,0
6,1,443,16,-1,-1,0
17,1,53,-1,-1,-1,0
6,67,1250,16,-1,-1,0
6,31,902,16,-1,-1,0
6,1,443,17,-1,-1,0
1,1,-1,1,3,-1,0
6,1,1228,16,-1,-1,0
17,6,137,-1,-1,-1,0
6,1,1229,16,-1,-1,0
6,1,1228,17,-1,-1,0
6,1,1227,17,-1,-1,0
6,4,1250,24,-1,-1,0
6,2,443,2,-1,-1,0
6,11,443,16,-1,-1,0
6,1,1279,24,-1,-1,0
6,82,1250,16,-1,-1,0
6,34,902,16,-1,-1,0
6,1,1225,17,-1,-1,0
6,1,1226,16,-1,-1,0
6,1,1227,16,-1,-1,0
6,2,1260,16,-1,-1,0
17,4102,9,-1,-1,-1,4
6,1,1230,17,-1,-1,0
6,4,902,24,-1,-1,0
6,1,1223,17,-1,-1,0
6,1,1230,16,-1,-1,0
6,1,1223,16,-1,-1,0
6,1,1278,18,-1,-1,0
6,1,1260,24,-1,-1,0
6,1,1225,16,-1,-1,0
6,1,1279,18,-1,-1,0
6,1,1229,17,-1,-1,0
6,1,1226,17,-1,-1,0
6,7,443,17,-1,-1,0
6,2,1278,24,-1,-1,0
6,6,443,24,-1,-1,0
17,6,137,-1,-1,-1,0
6,4,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,59,1250,16,-1,-1,0
6,29,902,16,-1,-1,0
17,3832,9,-1,-1,-1,4
6,4,902,24,-1,-1,0
1,1,-1,1,3,-1,0
17,4,137,-1,-1,-1,0
6,4,1250,24,-1,-1,0
